file_name,longest_caption
COCO_val2014_000000016606.jpg,A mouse sitting on a book under an illustration of a tree.
COCO_val2014_000000177575.jpg,A bowl filled with broccoli and another type of food.
COCO_val2014_000000488240.jpg,A young boy making a silly face in the mirror with a toothbrush in hand.
COCO_val2014_000000398507.jpg,A fleet of green army trucks parked on a grass covered field.
COCO_val2014_000000420472.jpg,Two giraffes are eating a leafy branch together.
COCO_val2014_000000507547.jpg,a cow nuzzles the head of another cow standing next to it
COCO_val2014_000000112388.jpg,a cat squished in between a couch and a window in the sun 
COCO_val2014_000000191949.jpg,A tennis player holds her racquet on the court in front of spectators.
COCO_val2014_000000315492.jpg,A little girl reaches for some wipes while her stuffed bear sits on the toilet.
COCO_val2014_000000188411.jpg,Person playing with a kite in a park in front of a tree.
COCO_val2014_000000304036.jpg,A group of three helicopters flying under a cloudy guy.
COCO_val2014_000000493243.jpg,A very long sausage in a bun and French fries on a plate.
COCO_val2014_000000134074.jpg,some cattle are grazing in a green field and some trees
COCO_val2014_000000537206.jpg,A man in riding armor poses in front of a motorcycle.
COCO_val2014_000000348701.jpg,A skateboarder performs a trick at a skate park. 
COCO_val2014_000000146190.jpg,A young person with a disc in a big grassy field.
COCO_val2014_000000471932.jpg,Sewing thread with needles and scissors and a storage bag.
COCO_val2014_000000051540.jpg,A pile of fresh produce sitting inside of a store under a scale.
COCO_val2014_000000295076.jpg,Commercial airliner on the runway next to a body of water. 
COCO_val2014_000000478380.jpg,A large flock of sheep block the road in front of a bus.
COCO_val2014_000000441500.jpg,A little boy chewing on a tooth brush that is still in the wrapper.
COCO_val2014_000000386194.jpg,"Zebras grazing in enclosed area, probably a zoo.  "
COCO_val2014_000000209604.jpg,The display at a shop with a stuffed animal wearing a hat
COCO_val2014_000000547617.jpg,A young person running to return the tennis ball to their opponent. 
COCO_val2014_000000283963.jpg,A blue double oven has a slightly open bottom drawer. 
COCO_val2014_000000434897.jpg,A young man in a restaurant is talking on his cell phone.
COCO_val2014_000000032888.jpg,A living room with two couches sitting on top of a hard wood floor.
COCO_val2014_000000449462.jpg,a table with food and other things for camping and a park map
COCO_val2014_000000362079.jpg,Giraffe standing in grassy area near wall in outdoor area.
COCO_val2014_000000335288.jpg,A person holding a Chocolate Lab dog while the dog holds an old teddy bear.
COCO_val2014_000000529122.jpg,The people are selecting their donuts at the counter.
COCO_val2014_000000437218.jpg,A big screen television is sitting on a stand in a room.
COCO_val2014_000000467130.jpg,A city sidewalk with people walking and sitting on benches.
COCO_val2014_000000137451.jpg,A group of people walking on a rain soaked parking lot.
COCO_val2014_000000565239.jpg,A group of children looking up a the person taking the picture.
COCO_val2014_000000367310.jpg,A horse eating a banana out of an older woman's hand.
COCO_val2014_000000128058.jpg,A tennis player prepares his swing by extending his arm up.
COCO_val2014_000000502510.jpg,A passenger train makes a stop to pick up travelers. 
COCO_val2014_000000173044.jpg,A historical clock tower next to a modern glass window skyscraper. 
COCO_val2014_000000490629.jpg,Pedestrians and people on motor bikes travel down a busy street.
COCO_val2014_000000308587.jpg,"The photo shows the many ways to enjoy the beach--kite flying, bathing, lying in the sun, walking along the sand."
COCO_val2014_000000289318.jpg,A lady with a black umbrella over her head and a child with a red rain coat and matching umbrella.
COCO_val2014_000000127761.jpg,Large wooden boat sitting in shallow body of water. 
COCO_val2014_000000056433.jpg,A girl standing with her hand on a laptop next to a tablet and remote controllers.
COCO_val2014_000000332987.jpg,A young boy is skateboarding in the middle of a parking lot. 
COCO_val2014_000000482477.jpg,A bird perched on top of a tree branch with large wings.l
COCO_val2014_000000353666.jpg,A woman walking through a park on her cell phone 
COCO_val2014_000000010290.jpg,"A small bathroom with a classic checkered floor, blue walls, and a matching blue shower curtain."
COCO_val2014_000000085195.jpg,A white plate topped with an icing and sauce covered dessert.
COCO_val2014_000000475889.jpg,People standing around preparing hot dogs at gathering.
COCO_val2014_000000070478.jpg,Two people look on as two others play a video game.
COCO_val2014_000000134618.jpg,a elderly man standing up speaking with a piece of food in his hand 
COCO_val2014_000000447842.jpg,A city building's windows reflect other city buildings in the background; a traffic light is in the foreground. 
COCO_val2014_000000359020.jpg,The man and a young person are flying a kite on the beach. 
COCO_val2014_000000062250.jpg,Outdoor art display of elephant sculptures of various colorings.
COCO_val2014_000000178516.jpg,a female in a black shirt and some graffiti on the side of a train
COCO_val2014_000000343599.jpg,A large ornamental clock tower is positioned alongside a building.
COCO_val2014_000000138115.jpg,A man purses his lips while holding up an orange in front of his face.
COCO_val2014_000000452558.jpg,"A warmer with several pizzas under it and plates and boxes stacked above, under a sign that says ""Pizza and Pasta""."
COCO_val2014_000000458663.jpg,A photo looking into a kitchen and dining room with many blue accents.
COCO_val2014_000000247806.jpg,A church tower with a clock in the centre and arched windows
COCO_val2014_000000049646.jpg,a parked train with double doors sits in front of some cement walkway 
COCO_val2014_000000139472.jpg,A man holding an umbrella over the top of his head.
COCO_val2014_000000189550.jpg,The woman is taking a picture of herself and the giraffe. 
COCO_val2014_000000511379.jpg,A clock hanging off the side of a building next to an Italian flag.
COCO_val2014_000000561042.jpg,A young man carrying a surfboard with another balanced on his head walking down the beach at dusk.
COCO_val2014_000000270753.jpg,A deep dish pizza with various toppings next to a cutting utensil.
COCO_val2014_000000096804.jpg,There is a refrigerator where food and drinks are stored.
COCO_val2014_000000435783.jpg,An elephant walking through a jungle with big rocks and trees.
COCO_val2014_000000313924.jpg,a woman tennis player stands in stance ready to hit the ball 
COCO_val2014_000000088897.jpg,Various signs written in either Chinese or Japanese and also a sign of a man walking across a street.
COCO_val2014_000000261487.jpg,"A collage of dark-haired women, men and children of both sexes in various states of tennis play.  "
COCO_val2014_000000209747.jpg,The tiny kitten looks sad sitting in the bathroom sink with a scrub brush on the rim.
COCO_val2014_000000458560.jpg,"A black, grey and white duck on grass area by water."
COCO_val2014_000000088455.jpg,A holographic person jumping over a horse with a skateboard. 
COCO_val2014_000000529838.jpg,A skateboarder negotiates a steep slope next to a crane.
COCO_val2014_000000319908.jpg,A man holds a snowboard inside a building with snow while people hang out in the background.
COCO_val2014_000000127880.jpg,"A young girl sitting in front of a child's toilet, holding a brush."
COCO_val2014_000000335827.jpg,A very tall clock tower sticking out of the side of a church.
COCO_val2014_000000506942.jpg,A couple of multi-colored lawn chairs sitting on a beach.
COCO_val2014_000000159831.jpg,A big meatball and cheese sandwich sitting on a plate.
COCO_val2014_000000005690.jpg,A long passenger train traveling through rural countryside.
COCO_val2014_000000214421.jpg,people standing in an office talking while being recorded 
COCO_val2014_000000271785.jpg,The elephants and the young children are playing in the river.
COCO_val2014_000000013783.jpg,A man that is sitting at a table with a pair of scissors.
COCO_val2014_000000392392.jpg,Motorcycle riders with passengers on metropolitan highway in traffic.
COCO_val2014_000000430656.jpg,A man holding something with some beakers on a table like a science experiment.
COCO_val2014_000000418548.jpg,A man with a goofy grin on his face and holding open a box of donuts.
COCO_val2014_000000001103.jpg,A black and white photo of birds walking on the beach.
COCO_val2014_000000143516.jpg,"A plate with a fully prepared meal, and silverware on it."
COCO_val2014_000000190907.jpg,Two people are standing alongside a sign with a megaphone and wreath sitting on the pavement.
COCO_val2014_000000379667.jpg,A man smoking a cigarette and sitting on some stairs with a suitcase next to him. 
COCO_val2014_000000313372.jpg,"a man is playing tennis with another guy and is swinging the racket
"
COCO_val2014_000000264594.jpg,"Two little girls curious about a small cow, in a barnyard."
COCO_val2014_000000509471.jpg,A man sitting on grass covered ground holding a frisbee.
COCO_val2014_000000546226.jpg,a big building with the big ben tower on the side 
COCO_val2014_000000386879.jpg,Lady wearing a red tennis outfit holding a racket and laughing.
COCO_val2014_000000560890.jpg,Several people near outdoor booths walking in the rain.
COCO_val2014_000000286202.jpg,A biplane is trailing smoke as it flies through a clear blue sky.
COCO_val2014_000000027377.jpg,a zebra is featured standing on grass with hills in the background 
COCO_val2014_000000221571.jpg,A brown vase sitting inside of rocks next to a set of green plants.
COCO_val2014_000000176935.jpg, cake with several slices removed and placed on two plates. 
COCO_val2014_000000383611.jpg,there are many people that are sitting on this bus
COCO_val2014_000000031606.jpg,Two refrigerators sitting next to each other in a kitchen with items stored on top of them.
COCO_val2014_000000535519.jpg,A large number of motorcycles parked along side each other in a row.
COCO_val2014_000000038332.jpg,An elephant standing alone in a large grassy field.
COCO_val2014_000000117471.jpg,A woman sitting on a bed holding her hands over her eyes.
COCO_val2014_000000448320.jpg,There is a toilet with a roll of tissue on the lid and an brown base.
COCO_val2014_000000036196.jpg,A blue and white airplane with nose pointing out on a runway while a person on a bike rides by.
COCO_val2014_000000024285.jpg,Woman standing up with a tennis racket preparing to hit a ball.
COCO_val2014_000000283505.jpg,A bicycle is parked outside of a stone building with a cat lying next to it.
COCO_val2014_000000194716.jpg,A very attractive woman holding a little girl that is chewing something.
COCO_val2014_000000168797.jpg,A black and white photo of a person doing a skateboard trick.
COCO_val2014_000000494188.jpg,A black bird standing behind a group of occupied chairs along a sidewalk.
COCO_val2014_000000001668.jpg,Men on a baseball field with the batter holding the bat sideways.
COCO_val2014_000000547941.jpg,A man riding waves on his surf board in the ocean 
COCO_val2014_000000381587.jpg,Several pictures of Asian style dishes and in the middle a person is eating.
COCO_val2014_000000566025.jpg,streets signs in a foreign language mounted on a pole 
COCO_val2014_000000291179.jpg,A small child and a man sitting next to an umbrella while others look on.
COCO_val2014_000000073536.jpg,A plate filled with dessert sitting next to a small Christmas tree.
COCO_val2014_000000485494.jpg,A cat being playful with a toy banana on a couch.
COCO_val2014_000000234291.jpg,A giraffe standing in front of a tree with more trees in the background.
COCO_val2014_000000502599.jpg,Multiple aircraft suspended from the ceiling of a museum. 
COCO_val2014_000000186060.jpg,A tennis player on a court holding his racket prepares to hit a ball.
COCO_val2014_000000113041.jpg,A man running with tennis racquet in hand trying to hit the tennis ball.
COCO_val2014_000000505213.jpg,A man posing eating a large hot dog with lots of condiments on top
COCO_val2014_000000427655.jpg,Two ladies are riding in a wagon being pulled by a horse. 
COCO_val2014_000000536683.jpg,A grisly bathroom features rotting walls and an old yellow curtain and toilet.
COCO_val2014_000000193895.jpg,A couple of zebra standing on top of a lush green field.
COCO_val2014_000000441165.jpg,A multicolored cat taking a nap on the roof of a car.
COCO_val2014_000000051976.jpg,A person that is standing on a surfboard in the water.
COCO_val2014_000000436875.jpg,"A bathroom area with toilet, plunger, trashcan and cleaner. "
COCO_val2014_000000073738.jpg,An aerial shot of a public bathroom with the seat up.
COCO_val2014_000000091754.jpg,Two large birds walking through a field together. 
COCO_val2014_000000262119.jpg,A boy doing a trick on his skate board at the skate park 
COCO_val2014_000000542758.jpg,A group of people pose while standing on the beach.
COCO_val2014_000000046031.jpg,A small tablet computer next to a larger monitor and keyboard.
COCO_val2014_000000011115.jpg,An elderly  man and woman look at something out of the camera's view. 
COCO_val2014_000000147958.jpg,A man in business attire sitting on a park bench and looking at his phone.
COCO_val2014_000000003553.jpg,A person wearing sneakers balancing on a skateboard on a wooden platform.
COCO_val2014_000000092332.jpg,A man holding and pointing to a jumbo remote control in clear package in a store aisle.
COCO_val2014_000000417285.jpg,A three frame photo combination showcases two types of pie on the right and left side with a coffee in the middle.  
COCO_val2014_000000569976.jpg,Small child getting her hair dried with a man standing behind her. 
COCO_val2014_000000348488.jpg,Four black horses being driven across the sky on this ancient vase. 
COCO_val2014_000000154145.jpg,A man swinging at a tennis ball with a tennis racket.
COCO_val2014_000000216198.jpg,Two men who are standing in the grass near a soccer ball.
COCO_val2014_000000060434.jpg,A telephone poll with a Yonge St sign attached. 
COCO_val2014_000000056752.jpg,A person bicycles along the edge of the road overlooking the river.
COCO_val2014_000000111811.jpg,Multiple trains are moving along the railroad tracks in a railroad station.
COCO_val2014_000000197870.jpg,A wooden park bench with a statue of a chicken under it.
COCO_val2014_000000420339.jpg,A man talks on a mobile phone in front of trees decorated with lights.
COCO_val2014_000000393411.jpg,The train door has been painted colorfully above the entrance.
COCO_val2014_000000502732.jpg,A large silver refrigerator with two doors and an ice dispenser.
COCO_val2014_000000324598.jpg,"Two small children, on wearing green Christmas pajamas stand on a stool and brush their teeth in the mirror"
COCO_val2014_000000252696.jpg,A man wearing black and white reaches to hit a tennis ball.
COCO_val2014_000000505891.jpg,This cat appears to appreciate its owner's quilt-covered bed.
COCO_val2014_000000288762.jpg,A salad made with yellow pepper strips and green sprouts sits on a square white plate.
COCO_val2014_000000028809.jpg,A purple shelf withs bunches of ripe yellow bananas placed together.
COCO_val2014_000000054329.jpg,A professional baseball player getting ready to throw the ball
COCO_val2014_000000450282.jpg,A young man with sideburns and a striped shirt is shoving a whole cupcake into his mouth. 
COCO_val2014_000000012927.jpg,a male surfing a large ocean wave on a white surfboard
COCO_val2014_000000473002.jpg,A young boy is riding a skateboard as people walk behind him.
COCO_val2014_000000075095.jpg,Park bench next to pathway with young children walking nearby.
COCO_val2014_000000563665.jpg,A red train pulls up to an underground train platform.
COCO_val2014_000000571034.jpg,A herd of cattle sitting next to each other on a pile of dry grass.
COCO_val2014_000000579911.jpg,"Two pugs lay on the couch with a shoe, one is looking at the camera."
COCO_val2014_000000331307.jpg,A vase filled with flowers sitting on top of a window sill.
COCO_val2014_000000184994.jpg,A kitchen and dining area combined into one open space with track lighting on the ceiling.
COCO_val2014_000000177366.jpg,A large birthday cake decorated with cereal and a caterpillar sits on a round plate.
COCO_val2014_000000382315.jpg,Cow sticking head through gate so she can eat some hay
COCO_val2014_000000007666.jpg,The blue train is passing through a wooded area. 
COCO_val2014_000000034900.jpg,A man has stopped in the middle of the street and his hands are full.
COCO_val2014_000000240637.jpg,A black and white dog laying on top of a bed.
COCO_val2014_000000526132.jpg,Several giraffes and a baby giraffe move through their enclosure.
COCO_val2014_000000459749.jpg,Some cut up carrots are simmering in a pot on the stove. 
COCO_val2014_000000401221.jpg,An airplane in the sky with a group of clouds behind it. 
COCO_val2014_000000246435.jpg,A black and white image of a man pushing a stroller on a road past a motorcycle cop and a cop car.
COCO_val2014_000000066427.jpg,Altered STOP sign with street signs attached to it. 
COCO_val2014_000000373255.jpg,many animals in a very large field with a sky in the background
COCO_val2014_000000520832.jpg,A person walking by a shop with umbrellas in the window.
COCO_val2014_000000316995.jpg,"A guy walking the beach carrying a surfboard that says ""surf rescue""."
COCO_val2014_000000552902.jpg,a zebra grazes on some green grass next to some trees 
COCO_val2014_000000498327.jpg,Two boys walking along a wall in the dark with skate boards in their hands.
COCO_val2014_000000216398.jpg,"Big Ben on a cloudy day with the word ""London"" next to it. "
COCO_val2014_000000512985.jpg,The man stands holding a surfboard as he looks out at the sea.
COCO_val2014_000000304827.jpg,A smaller kitchen done in white with a sink full of clean dishes.
COCO_val2014_000000033731.jpg,A young man is trying to pull off a skateboarding trick over a large rock. 
COCO_val2014_000000570515.jpg,A man putting a pan inside of an oven with a light on.
COCO_val2014_000000252008.jpg,The Zebra has a mixture of brown and black stripes on it's head.
COCO_val2014_000000076107.jpg,A boat with seagulls perched on it and a buoy hanging from the side.
COCO_val2014_000000115618.jpg,Snowboarders on a mountain slope with other mountains in the distance.
COCO_val2014_000000576941.jpg,A wooden bench is sitting in front of a red brick wall with two holes in it.
COCO_val2014_000000234153.jpg,A woman in a wetsuit wading in the surf holding onto a surfboard.
COCO_val2014_000000570115.jpg,A black cat sits on top of a keyboard in front of a computer monitor.
COCO_val2014_000000004916.jpg,Two small young girls hold hands as they look into a bedroom.
COCO_val2014_000000458567.jpg,A table covered in a colorful table cloth stacked with bananas for sale. 
COCO_val2014_000000027648.jpg,Large row of white urinals sitting next to each other. 
COCO_val2014_000000283254.jpg,A man sits at a table near an ashtray wearing a white shirt and a black tie.
COCO_val2014_000000211163.jpg,Getting ready to pitch the baseball takes concentration.
COCO_val2014_000000427561.jpg,a man on a motorcycle with two woman on either side of him with one of the women holding a child.
COCO_val2014_000000458558.jpg,"A person flying in the air wearing snow skis, during a competition."
COCO_val2014_000000091527.jpg,Two young children slicing bananas open to make some fun recipe
COCO_val2014_000000312724.jpg,A herd of of wild animals walking around a field surrounded by forest.
COCO_val2014_000000312263.jpg,"Black and white, looking up the side of a building, with a clock and with rows of windows."
COCO_val2014_000000048738.jpg,A goat with very long horns standing in front of a tree.
COCO_val2014_000000547760.jpg,"Two street signs, one with the street name in two languages and the other with a cartoon police officer.  "
COCO_val2014_000000106073.jpg,A man in a top hat holds a teapot that his necktie has slipped into.
COCO_val2014_000000146627.jpg,Children playing on the floor with an inflatable tube and a beach ball.
COCO_val2014_000000066087.jpg,A brown bear sitting on a bunch of fallen logs
COCO_val2014_000000014990.jpg,Two elephants following an individual on a dirt path
COCO_val2014_000000163257.jpg,A man in a neon green shirt and black pants holding a pink umbrella.
COCO_val2014_000000532780.jpg,"a plate with an open sandwich next to a little bowl of soup and a wine glass
"
COCO_val2014_000000425644.jpg,A street corner has a street light in front of a tall blue building.
COCO_val2014_000000016875.jpg,Sleeping man under comforter with cat sitting next to him.
COCO_val2014_000000078381.jpg,The catcher leaps to tag the base runner at home plate while one of his team mates and the umpire look on.
COCO_val2014_000000294776.jpg,A beautiful woman putting a frisbee inside of a metal net.
COCO_val2014_000000133098.jpg,Some sheep in the middle of a field with some trees in it.
COCO_val2014_000000348519.jpg,A meal of a bar-b-q sandwich with toppings and a fork on the side.
COCO_val2014_000000137294.jpg,A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.
COCO_val2014_000000458221.jpg,A bunch of small green lights set in a yellow base.
COCO_val2014_000000026465.jpg,The opened  laptop is sitting on the table along with other technological tools.
COCO_val2014_000000095736.jpg,A house's address is visible through a cracked windshield.
COCO_val2014_000000533140.jpg,"A sheep stands on the path net to a field with rows of sticks planted in the ground, while two smaller sheep lay at the edge of the field just off to the side."
COCO_val2014_000000451151.jpg,One young and older giraffe standing near green tropical trees.
COCO_val2014_000000529215.jpg,Two people walking in the rain across rail road tracks holding umbrellas.
COCO_val2014_000000040894.jpg,A boat that is parked in a canal is full of benches while a bridge with people crossing is in the background.
COCO_val2014_000000502852.jpg,Toddler sitting down at a table playing with a laptop computer.
COCO_val2014_000000248142.jpg,Diners at a cafe overlooking a sandy beach.
COCO_val2014_000000274671.jpg,Donuts in a window with a with a sign for blueberry donuts for sale.
COCO_val2014_000000243190.jpg,A carrot salad mixed with other shredded vegetables and raisins.
COCO_val2014_000000180824.jpg,A street lined with people on both sides and two men dressed in costume on horses.
COCO_val2014_000000188945.jpg,A man skateboarding next to a railing on a paved road.
COCO_val2014_000000055810.jpg,"A man with glasses, earrings, and a blue shirt with red tie. "
COCO_val2014_000000258290.jpg,A marble tabletop that has a coffee cup and saucer one one side and two plates of food on the other sides.
COCO_val2014_000000229255.jpg,A plant filled with purple blooms planted in a blue watering can.
COCO_val2014_000000197918.jpg,two children stand near various childrens toys in the background
COCO_val2014_000000098497.jpg,A sign with a person with a surfboard is near a building and palm trees.
COCO_val2014_000000342387.jpg,Six different people in aprons and hats preparing vegetables
COCO_val2014_000000417696.jpg,Indoor pole with a clock on it sitting in the middle of the floor
COCO_val2014_000000284772.jpg,A dog swimming in a pool with a Frisbee and a tennis ball near by.
COCO_val2014_000000467818.jpg,One big elephant and a baby elephant drink water from a fountain.
COCO_val2014_000000182840.jpg,A woman sitting in a chair while talking on a cell phone with her leg up in the air.
COCO_val2014_000000080470.jpg,"A horse bucking with a rider on it, completely vertical, with another horse and onlookers."
COCO_val2014_000000563194.jpg,A skier moves down the slope with trees in the background.
COCO_val2014_000000377881.jpg,The chair next to the person has been used as a table for things. 
COCO_val2014_000000024097.jpg,people in red coats marching in a parade with elephants while small boy looks on
COCO_val2014_000000306229.jpg,Airplanes flying in formation with smoke coming from their tails.
COCO_val2014_000000056646.jpg,A black cat looks at the camera while lying on a suitcase. 
COCO_val2014_000000526904.jpg,A crew of mechanics tune up an engine with a laptop pc and on oscilloscope.
COCO_val2014_000000186833.jpg,A person that is standing up on a paddle board in water.
COCO_val2014_000000375816.jpg,A bunch of cows roaming a grassy field during the day.
COCO_val2014_000000356953.jpg,A closeup of a empty boat surrounded by dark waters. 
COCO_val2014_000000221433.jpg,Young surfer being thrown off board at an indoor facility.
COCO_val2014_000000166323.jpg,A bathroom mirror has the reflection of the sink and bathtub.
COCO_val2014_000000375317.jpg,A kitchen with a microwave over the stove and a window by the sink.
COCO_val2014_000000566189.jpg,"A bathroom filled with rotten,crap filled, destroyed toilets sitting in a row in a destroyed bathroom."
COCO_val2014_000000170278.jpg,A dog sleeping on a bed on top of fluffy blankets.
COCO_val2014_000000504585.jpg,The man is taking a picture of himself in glasses and a tie. 
COCO_val2014_000000088084.jpg,Red and white fire hydrant sitting on the side of the road. 
COCO_val2014_000000249969.jpg,"Meat with chutney, green beans, broccoli, stuffing, carrots and potatoes on a dish."
COCO_val2014_000000183991.jpg,A group of kids holding frisbees playing in an area of spouting water.
COCO_val2014_000000200152.jpg,A street sign on a street corner outside of a building.
COCO_val2014_000000187132.jpg,"A man in military gear with a gun, crouching behind a rock structure with a banana tree in front of him."
COCO_val2014_000000092678.jpg,Man and woman standing on the beach in the process of flying a kite. 
COCO_val2014_000000395634.jpg,A street with a black carriage being pulled by white horses and people walking on the sidewalk.
COCO_val2014_000000052386.jpg,A tall giraffe standing next to a  tree sitting on top of a field.
COCO_val2014_000000047819.jpg,A man standing behind a brown horse carrying lots of luggage.
COCO_val2014_000000035682.jpg,A meal of donuts and a beverage is seen in front of a man at a restaurant.
COCO_val2014_000000515219.jpg,A boy with a gray and yellow shirt holds a green string holder as a green and white kite is above his head.
COCO_val2014_000000414236.jpg,A sandwich is cut in half and sided with an unknown dish with coffee.
COCO_val2014_000000576607.jpg,"A young bare-footed girl wearing jeans and a white t-shirt, sitting on a bench."
COCO_val2014_000000456184.jpg,A man rides a skateboard under a tent with other people watching.
COCO_val2014_000000284762.jpg,Stop light in a city next to a street sign on during the day. 
COCO_val2014_000000198960.jpg,A group of sheep standing next to each other on a field.
COCO_val2014_000000507317.jpg,A man grabbing a woman while standing in front of an art exhibit
COCO_val2014_000000152702.jpg,A woman standing next to a white horse on a lush green field.
COCO_val2014_000000292741.jpg,A flat screen television on a wooden cabinet with electronics below it and two trays with computer controllers on them.
COCO_val2014_000000173685.jpg,the shadow of the photographer on some high grass in front of a river and bridge
COCO_val2014_000000031634.jpg,"A room with a bed and a chair, the sheets are turned down."
COCO_val2014_000000547630.jpg,a cup of coffee and a paperback book on top of a table 
COCO_val2014_000000185550.jpg,A black and white dog is catching a red frisbee.
COCO_val2014_000000236604.jpg,A fancy living room displays a couch and coffee table.
COCO_val2014_000000268742.jpg,Dishes lined up on a narrow shelf above a radiator.
COCO_val2014_000000362506.jpg,A boy skateboarding and doing a trick where he flips the skateboard.
COCO_val2014_000000115314.jpg,He does have control of the motorcycle while pulling a wheelie.
COCO_val2014_000000320078.jpg,A gray colored cat laying on a white chair that has a red cushion.
COCO_val2014_000000467522.jpg,Several giraffes standing near rocks in front of trees.
COCO_val2014_000000451120.jpg,A woman smiles as she prepares food with a mortar and pestle. 
COCO_val2014_000000413871.jpg,Large sleeping brown bear on a rock ledge at the zoo. 
COCO_val2014_000000437514.jpg,There is a park bench outside a store with a potted tree next to it.
COCO_val2014_000000031041.jpg,A married couple in a spotlight with a wedding cake. 
COCO_val2014_000000097679.jpg,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. 
COCO_val2014_000000424271.jpg,Several kids standing around on skateboards outside of a store.
COCO_val2014_000000306186.jpg,a man standing on a tennis court getting ready to hit a tennis ball 
COCO_val2014_000000418692.jpg,One person sits in a chair looking at her phone while another rests on the couch. 
COCO_val2014_000000426070.jpg,an image of a guy sitting on a couch with  pink shirt
COCO_val2014_000000079992.jpg,A basket containing bananas and coconuts and greens.
COCO_val2014_000000134807.jpg,"Chest only view of person wearing floral pink and purple neck tie on yellow shirt with dark lanyard, possibly for access or ID card."
COCO_val2014_000000044260.jpg,"Crisp, delicious apples hang on the dying branches of the tree."
COCO_val2014_000000278350.jpg,A man is standing in some water while a man on the shore looks on.
COCO_val2014_000000184590.jpg,Multiple types of vegetables sitting in a card board box.
COCO_val2014_000000046905.jpg,A cat and a dog sit on seperate seats next to each other.
COCO_val2014_000000308856.jpg,tree is a female tennis player that is playing on the court 
COCO_val2014_000000182366.jpg,Four trays of Itallian food are in large pans.
COCO_val2014_000000200939.jpg,a man with a lanyard around his neck who is smiling at a woman
COCO_val2014_000000488206.jpg,A cat sitting on a park bench with a man sitting on a bench in the background
COCO_val2014_000000525682.jpg,This image is of people lounging around in a living room.
COCO_val2014_000000429580.jpg,A dog jumps in the air towards a frisbee while people look on. 
COCO_val2014_000000450129.jpg,"A plate of food including meat, carrots, and a dipping sauce."
COCO_val2014_000000164453.jpg,A desk with a desktop computer and a laptop computer on it.
COCO_val2014_000000357109.jpg,The large crowd watches a skateboarder descend a rail on a stair case.
COCO_val2014_000000417911.jpg,A man is drenched by the spray from the crest of a wave as he attempts to stand up on his surfboard.
COCO_val2014_000000405279.jpg,Kites are flying in the sky over the water at a park.
COCO_val2014_000000036414.jpg,Two birds looking at their reflections in side mirror
COCO_val2014_000000101172.jpg,The man is on a motorcycle with three stuffed animals fastened on at the headlight and each front tire.
COCO_val2014_000000296802.jpg,A pizza sits on a white plate near a tray with a salad on it.
COCO_val2014_000000200775.jpg,A man is holding a sandwich while sitting at a dinner table.
COCO_val2014_000000493751.jpg,"Two women are taking photos with their cellphones, while another woman stands near them."
